0 1 2
573 -1 -1
576 -1 -1
577 -1 -1
580 -1 -1
581 -1 -1
584 -1 -1
585 -1 -1
588 -1 -1
589 -1 -1
592 -1 -1
593 -1 -1
596 -1 -1
597 -1 -1
600 -1 -1
601 -1 -1
604 -1 -1
605 -1 -1
608 -1 -1
609 -1 -1
612 -1 -1
613 -1 -1
616 -1 -1
617 -1 -1
620 -1 -1
621 -1 -1
624 -1 -1
625 -1 -1
628 -1 -1
629 -1 -1
632 -1 -1
633 -1 -1
636 -1 -1
637 -1 -1
640 -1 -1
641 -1 -1
644 -1 -1
645 -1 -1
648 -1 -1
649 -1 -1
652 -1 -1
653 -1 -1
656 -1 -1
657 -1 -1
660 -1 -1
661 -1 -1
662 -1 -1
663 -1 -1
665 -1 -1
668 -1 -1
670 -1 -1
671 -1 -1
672 -1 -1
673 -1 -1
675 -1 -1
676 -1 -1
677 -1 -1
678 -1 -1
680 -1 -1
681 -1 -1
682 -1 -1
684 -1 -1
685 -1 -1
687 -1 -1
688 -1 -1
689 -1 -1
690 -1 -1
692 -1 -1
693 -1 -1
694 -1 -1
696 -1 -1
697 -1 -1
699 -1 -1
700 -1 -1
701 -1 -1
703 -1 -1
704 -1 -1
706 -1 -1
707 -1 -1
708 -1 -1
710 -1 -1
712 -1 -1
713 -1 -1
715 -1 -1
718 -1 -1
721 -1 -1
722 -1 -1
724 -1 -1
727 -1 -1
728 -1 -1
730 -1 -1
733 -1 -1
736 -1 -1
738 -1 -1
739 -1 -1
741 -1 -1
744 -1 -1
747 -1 -1
749 -1 -1
750 -1 -1
752 -1 -1
755 -1 -1
758 -1 -1
760 -1 -1
762 -1 -1
763 -1 -1
765 -1 -1
768 -1 -1
771 -1 -1
773 -1 -1
774 -1 -1
776 -1 -1
779 -1 -1
780 -1 -1
782 -1 -1
785 -1 -1
787 -1 -1
788 -1 -1
790 -1 -1
793 -1 -1
796 -1 -1
798 -1 -1
800 -1 -1
801 -1 -1
803 -1 -1
806 -1 -1
807 -1 -1
810 -1 -1
813 -1 -1
815 -1 -1
817 -1 -1
818 -1 -1
820 -1 -1
823 -1 -1
824 -1 -1
826 -1 -1
829 -1 -1
831 -1 -1
832 -1 -1
834 -1 -1
837 -1 -1
839 -1 -1
840 -1 -1
842 -1 -1
845 -1 -1
847 -1 -1
849 -1 -1
850 -1 -1
852 -1 -1
855 -1 -1
858 -1 -1
860 -1 -1
862 -1 -1
863 -1 -1
866 -1 -1
868 -1 -1
869 -1 -1
871 -1 -1
874 -1 -1
875 -1 -1
878 -1 -1
879 -1 -1
882 -1 -1
883 -1 -1
885 -1 -1
888 -1 -1
890 -1 -1
892 -1 -1
893 -1 -1
895 -1 -1
898 -1 -1
900 -1 -1
901 -1 -1
903 -1 -1
906 -1 -1
908 -1 -1
910 -1 -1
911 -1 -1
913 -1 -1
916 -1 -1
918 -1 -1
920 -1 -1
921 -1 -1
923 -1 -1
926 -1 -1
928 -1 -1
930 -1 -1
932 -1 -1
933 -1 -1
935 -1 -1
936 -1 -1
938 -1 -1
939 -1 -1
940 -1 -1
942 -1 -1
943 -1 -1
944 -1 -1
946 -1 -1
947 -1 -1
948 -1 -1
950 -1 -1
951 -1 -1
952 -1 -1
954 -1 -1
955 -1 -1
956 -1 -1
958 -1 -1
959 -1 -1
960 -1 -1
962 -1 -1
963 -1 -1
964 -1 -1
966 -1 -1
967 -1 -1
968 -1 -1
970 -1 -1
971 -1 -1
972 -1 -1
974 -1 -1
975 -1 -1
976 -1 -1
978 -1 -1
979 -1 -1
980 -1 -1
982 -1 -1
983 -1 -1
984 -1 -1
986 -1 -1
987 -1 -1
988 -1 -1
990 -1 -1
991 -1 -1
992 -1 -1
994 -1 -1
995 -1 -1
996 -1 -1
998 -1 -1
999 -1 -1
1000 -1 -1
1002 -1 -1
1003 -1 -1
1004 -1 -1
1006 -1 -1
1007 -1 -1
1008 -1 -1
1010 -1 -1
1011 -1 -1
1012 -1 -1
1014 -1 -1
1015 -1 -1
1016 -1 -1
1018 -1 -1
1019 -1 -1
1020 -1 -1
1022 -1 -1
1023 -1 -1
1024 -1 -1
1026 -1 -1
1027 -1 -1
1028 -1 -1
1030 -1 -1
1031 -1 -1
1032 -1 -1
1034 -1 -1
1035 -1 -1
1036 -1 -1
1038 -1 -1
1039 -1 -1
1040 -1 -1
1042 -1 -1
1043 -1 -1
1044 -1 -1
1046 -1 -1
1047 -1 -1
1048 -1 -1
1050 -1 -1
1051 -1 -1
1052 -1 -1
1054 -1 -1
1055 -1 -1
1056 -1 -1
1058 -1 -1
1059 -1 -1
1060 -1 -1
1062 -1 -1
1063 -1 -1
1064 -1 -1
1066 -1 -1
1067 -1 -1
1068 -1 -1
1070 -1 -1
1071 -1 -1
1072 -1 -1
1074 -1 -1
1075 -1 -1
1076 -1 -1
1078 -1 -1
1079 -1 -1
1080 -1 -1
1082 -1 -1
1083 -1 -1
1084 -1 -1
1086 -1 -1
1087 -1 -1
1088 -1 -1
1090 -1 -1
1091 -1 -1
1092 -1 -1
1094 -1 -1
1095 -1 -1
1096 -1 -1
1098 -1 -1
1099 -1 -1
1100 -1 -1
1102 -1 -1
1103 -1 -1
1104 -1 -1
1106 -1 -1
1107 -1 -1
1108 -1 -1
1110 -1 -1
1111 -1 -1
1112 -1 -1
1114 -1 -1
1115 -1 -1
1116 -1 -1
1118 -1 -1
1119 -1 -1
1120 -1 -1
1122 -1 -1
1123 -1 -1
1124 -1 -1
1126 -1 -1
1127 -1 -1
1128 -1 -1
1129 -1 -1
1130 -1 -1
1132 -1 -1
1134 -1 -1
1135 -1 -1
1137 -1 -1
1138 -1 -1
1139 -1 -1
1140 -1 -1
1142 -1 -1
1143 -1 -1
1144 -1 -1
1145 -1 -1
1147 -1 -1
1148 -1 -1
1149 -1 -1
1151 -1 -1
1152 -1 -1
1154 -1 -1
1155 -1 -1
1156 -1 -1
1157 -1 -1
1159 -1 -1
1160 -1 -1
1161 -1 -1
1163 -1 -1
1164 -1 -1
1166 -1 -1
1167 -1 -1
1168 -1 -1
1170 -1 -1
1171 -1 -1
1173 -1 -1
1174 -1 -1
1175 -1 -1
1177 -1 -1
1179 -1 -1
1180 -1 -1
1182 -1 -1
1184 -1 -1
1185 -1 -1
1187 -1 -1
1188 -1 -1
1189 -1 -1
1191 -1 -1
1193 -1 -1
1194 -1 -1
1195 -1 -1
1197 -1 -1
1199 -1 -1
1200 -1 -1
1202 -1 -1
1203 -1 -1
1205 -1 -1
1206 -1 -1
1208 -1 -1
1210 -1 -1
1211 -1 -1
1213 -1 -1
1214 -1 -1
1216 -1 -1
1217 -1 -1
1219 -1 -1
1221 -1 -1
1222 -1 -1
1224 -1 -1
1225 -1 -1
1227 -1 -1
1229 -1 -1
1230 -1 -1
1232 -1 -1
1234 -1 -1
1235 -1 -1
1237 -1 -1
1238 -1 -1
1240 -1 -1
1241 -1 -1
1243 -1 -1
1245 -1 -1
1246 -1 -1
1247 -1 -1
1249 -1 -1
1251 -1 -1
1252 -1 -1
1254 -1 -1
1255 -1 -1
1257 -1 -1
1259 -1 -1
1260 -1 -1
1262 -1 -1
1263 -1 -1
1265 -1 -1
1267 -1 -1
1268 -1 -1
1270 -1 -1
1272 -1 -1
1273 -1 -1
1274 -1 -1
1276 -1 -1
1277 -1 -1
1279 -1 -1
1280 -1 -1
1282 -1 -1
1284 -1 -1
1285 -1 -1
1287 -1 -1
1289 -1 -1
1290 -1 -1
1291 -1 -1
1293 -1 -1
1295 -1 -1
1296 -1 -1
1298 -1 -1
1299 -1 -1
1301 -1 -1
1303 -1 -1
1304 -1 -1
1306 -1 -1
1307 -1 -1
1309 -1 -1
1311 -1 -1
1312 -1 -1
1314 -1 -1
1316 -1 -1
1317 -1 -1
1319 -1 -1
1321 -1 -1
1322 -1 -1
1324 -1 -1
1325 -1 -1
1327 -1 -1
1329 -1 -1
1330 -1 -1
1332 -1 -1
1333 -1 -1
1335 -1 -1
1336 -1 -1
1338 -1 -1
1340 -1 -1
1341 -1 -1
1342 -1 -1
1345 -1 -1
1346 -1 -1
1349 -1 -1
1350 -1 -1
1352 -1 -1
1354 -1 -1
1355 -1 -1
1357 -1 -1
1359 -1 -1
1360 -1 -1
1362 -1 -1
1364 -1 -1
1365 -1 -1
1367 -1 -1
1368 -1 -1
1370 -1 -1
1372 -1 -1
1373 -1 -1
1375 -1 -1
1377 -1 -1
1378 -1 -1
1380 -1 -1
1382 -1 -1
1383 -1 -1
1385 -1 -1
1387 -1 -1
1388 -1 -1
1390 -1 -1
1392 -1 -1
1393 -1 -1
1395 -1 -1
1397 -1 -1
1399 -1 -1
1400 -1 -1
