0 1 2
250 819 1275
252 825 1281
253 831 1287
254 839 1295
256 843 1299
257 849 1305
258 857 1313
260 861 1317
261 867 1323
262 873 1329
264 879 1335
265 885 1341
267 889 1345
268 890 1346
270 891 1347
271 892 1348
272 893 1349
273 894 1350
274 895 1351
276 896 1352
277 897 1353
279 898 1354
280 899 1355
282 900 1356
283 901 1357
285 902 1358
286 903 1359
288 904 1360
289 905 1361
290 906 1362
292 907 1363
293 908 1364
294 909 1365
296 910 1366
297 911 1367
298 912 1368
300 -1 -1
301 -1 -1
303 -1 -1
304 -1 -1
306 -1 -1
307 -1 -1
308 -1 -1
310 -1 -1
311 -1 -1
312 -1 -1
314 -1 -1
315 -1 -1
316 -1 -1
318 -1 -1
319 -1 -1
321 -1 -1
322 -1 -1
324 -1 -1
325 -1 -1
326 -1 -1
328 -1 -1
329 -1 -1
330 -1 -1
332 -1 -1
333 -1 -1
334 -1 -1
336 -1 -1
337 -1 -1
339 -1 -1
340 -1 -1
342 -1 -1
343 -1 -1
344 -1 -1
345 -1 -1
346 -1 -1
348 -1 -1
349 -1 -1
351 -1 -1
352 -1 -1
354 -1 -1
355 -1 -1
357 -1 -1
358 -1 -1
360 -1 -1
361 -1 -1
362 -1 -1
363 -1 -1
364 -1 -1
366 -1 -1
367 -1 -1
369 -1 -1
370 -1 -1
372 -1 -1
373 -1 -1
375 -1 -1
376 -1 -1
378 -1 -1
379 -1 -1
380 -1 -1
382 -1 -1
383 -1 -1
384 -1 -1
386 -1 -1
387 -1 -1
388 -1 -1
390 -1 -1
391 -1 -1
393 -1 -1
394 -1 -1
396 -1 -1
397 -1 -1
398 -1 -1
400 -1 -1
401 -1 -1
402 -1 -1
404 -1 -1
405 -1 -1
406 -1 -1
408 -1 -1
409 -1 -1
411 -1 -1
412 -1 -1
414 -1 -1
415 -1 -1
416 -1 -1
417 -1 -1
418 -1 -1
420 -1 -1
421 -1 -1
423 -1 -1
424 -1 -1
426 -1 -1
427 -1 -1
429 -1 -1
430 -1 -1
432 -1 -1
433 -1 -1
434 -1 -1
435 -1 -1
436 -1 -1
437 -1 -1
438 -1 -1
439 -1 -1
440 -1 -1
441 -1 -1
442 -1 -1
443 -1 -1
444 -1 -1
445 -1 -1
446 -1 -1
447 -1 -1
448 -1 -1
449 -1 -1
450 -1 -1
451 -1 -1
452 -1 -1
453 -1 -1
454 -1 -1
455 -1 -1
456 -1 -1
457 -1 -1
458 -1 -1
460 -1 -1
462 -1 -1
463 -1 -1
466 -1 -1
468 -1 -1
469 -1 -1
472 -1 -1
474 -1 -1
475 -1 -1
476 -1 -1
478 -1 -1
480 -1 -1
482 -1 -1
484 -1 -1
486 -1 -1
487 -1 -1
490 -1 -1
492 -1 -1
493 -1 -1
494 -1 -1
496 -1 -1
498 -1 -1
500 -1 -1
502 -1 -1
504 -1 -1
505 -1 -1
508 -1 -1
510 -1 -1
511 -1 -1
512 -1 -1
514 -1 -1
516 -1 -1
517 -1 -1
520 -1 -1
522 -1 -1
523 -1 -1
526 -1 -1
528 -1 -1
529 -1 -1
530 -1 -1
532 -1 -1
534 -1 -1
536 -1 -1
538 -1 -1
540 -1 -1
541 -1 -1
544 -1 -1
546 -1 -1
547 -1 -1
548 -1 -1
550 -1 -1
552 -1 -1
554 -1 -1
556 -1 -1
558 -1 -1
559 -1 -1
562 -1 -1
564 -1 -1
565 -1 -1
566 -1 -1
568 -1 -1
570 -1 -1
572 -1 -1
574 -1 -1
576 -1 -1
577 -1 -1
580 -1 -1
582 -1 -1
583 -1 -1
584 -1 -1
586 -1 -1
588 -1 -1
589 -1 -1
592 -1 -1
594 -1 -1
595 -1 -1
598 -1 -1
600 -1 -1
601 -1 -1
602 -1 -1
604 -1 -1
606 -1 -1
608 -1 -1
610 -1 -1
612 -1 -1
613 -1 -1
616 -1 -1
618 -1 -1
619 -1 -1
620 -1 -1
622 -1 -1
624 -1 -1
626 -1 -1
628 -1 -1
630 -1 -1
631 -1 -1
634 -1 -1
636 -1 -1
637 -1 -1
638 -1 -1
640 -1 -1
642 -1 -1
644 -1 -1
646 -1 -1
648 -1 -1
649 -1 -1
652 -1 -1
654 -1 -1
655 -1 -1
656 -1 -1
658 -1 -1
660 -1 -1
661 -1 -1
664 -1 -1
666 -1 -1
667 -1 -1
670 -1 -1
672 -1 -1
673 -1 -1
674 -1 -1
676 -1 -1
678 -1 -1
680 -1 -1
682 -1 -1
684 -1 -1
685 -1 -1
688 -1 -1
690 -1 -1
691 -1 -1
692 -1 -1
694 -1 -1
696 -1 -1
698 -1 -1
700 -1 -1
702 -1 -1
703 -1 -1
706 -1 -1
708 -1 -1
709 -1 -1
710 -1 -1
712 -1 -1
714 -1 -1
716 -1 -1
718 -1 -1
720 -1 -1
721 -1 -1
724 -1 -1
726 -1 -1
727 -1 -1
728 -1 -1
730 -1 -1
732 -1 -1
733 -1 -1
736 -1 -1
738 -1 -1
739 -1 -1
742 -1 -1
744 -1 -1
745 -1 -1
746 -1 -1
748 -1 -1
750 -1 -1
752 -1 -1
754 -1 -1
756 -1 -1
757 -1 -1
760 -1 -1
762 -1 -1
763 -1 -1
764 -1 -1
766 -1 -1
768 -1 -1
770 -1 -1
772 -1 -1
774 -1 -1
775 -1 -1
778 -1 -1
780 -1 -1
781 -1 -1
782 -1 -1
784 -1 -1
786 -1 -1
788 -1 -1
790 -1 -1
792 -1 -1
793 -1 -1
796 -1 -1
798 -1 -1
799 -1 -1
800 -1 -1
802 -1 -1
804 -1 -1
805 -1 -1
808 -1 -1
810 -1 -1
811 -1 -1
814 -1 -1
816 -1 -1
817 -1 -1
818 -1 -1
820 -1 -1
822 -1 -1
823 -1 -1
826 -1 -1
828 -1 -1
829 -1 -1
832 -1 -1
834 -1 -1
835 -1 -1
836 -1 -1
838 -1 -1
840 -1 -1
842 -1 -1
844 -1 -1
846 -1 -1
847 -1 -1
850 -1 -1
852 -1 -1
853 -1 -1
854 -1 -1
856 -1 -1
858 -1 -1
860 -1 -1
862 -1 -1
864 -1 -1
865 -1 -1
868 -1 -1
870 -1 -1
871 -1 -1
872 -1 -1
874 -1 -1
876 -1 -1
877 -1 -1
880 -1 -1
882 -1 -1
883 -1 -1
886 -1 -1
888 -1 -1
913 -1 -1
914 -1 -1
916 -1 -1
917 -1 -1
918 -1 -1
919 -1 -1
920 -1 -1
922 -1 -1
923 -1 -1
924 -1 -1
925 -1 -1
926 -1 -1
928 -1 -1
929 -1 -1
930 -1 -1
931 -1 -1
932 -1 -1
933 -1 -1
934 -1 -1
936 -1 -1
937 -1 -1
938 -1 -1
940 -1 -1
941 -1 -1
942 -1 -1
943 -1 -1
944 -1 -1
946 -1 -1
947 -1 -1
948 -1 -1
949 -1 -1
950 -1 -1
951 -1 -1
952 -1 -1
954 -1 -1
955 -1 -1
956 -1 -1
958 -1 -1
959 -1 -1
960 -1 -1
961 -1 -1
962 -1 -1
964 -1 -1
965 -1 -1
966 -1 -1
967 -1 -1
968 -1 -1
970 -1 -1
971 -1 -1
972 -1 -1
973 -1 -1
974 -1 -1
976 -1 -1
977 -1 -1
978 -1 -1
979 -1 -1
980 -1 -1
982 -1 -1
983 -1 -1
984 -1 -1
985 -1 -1
986 -1 -1
987 -1 -1
988 -1 -1
990 -1 -1
991 -1 -1
992 -1 -1
994 -1 -1
995 -1 -1
996 -1 -1
997 -1 -1
998 -1 -1
1000 -1 -1
1001 -1 -1
1002 -1 -1
1003 -1 -1
1004 -1 -1
1005 -1 -1
1006 -1 -1
1008 -1 -1
1009 -1 -1
1010 -1 -1
1012 -1 -1
1013 -1 -1
1014 -1 -1
1015 -1 -1
1016 -1 -1
1018 -1 -1
1019 -1 -1
1020 -1 -1
1021 -1 -1
1022 -1 -1
1023 -1 -1
1024 -1 -1
1026 -1 -1
1027 -1 -1
1028 -1 -1
1030 -1 -1
1031 -1 -1
1032 -1 -1
1033 -1 -1
1034 -1 -1
1036 -1 -1
1037 -1 -1
1038 -1 -1
1039 -1 -1
1040 -1 -1
1042 -1 -1
1043 -1 -1
1044 -1 -1
1045 -1 -1
1046 -1 -1
1048 -1 -1
1049 -1 -1
1050 -1 -1
1051 -1 -1
1052 -1 -1
1054 -1 -1
1055 -1 -1
1056 -1 -1
1057 -1 -1
1058 -1 -1
1059 -1 -1
1060 -1 -1
1062 -1 -1
1063 -1 -1
1064 -1 -1
1066 -1 -1
1067 -1 -1
1068 -1 -1
1069 -1 -1
1070 -1 -1
1072 -1 -1
1073 -1 -1
1074 -1 -1
1075 -1 -1
1076 -1 -1
1077 -1 -1
1078 -1 -1
1080 -1 -1
1081 -1 -1
1082 -1 -1
1084 -1 -1
1085 -1 -1
1086 -1 -1
1087 -1 -1
1088 -1 -1
1090 -1 -1
1091 -1 -1
1092 -1 -1
1093 -1 -1
1094 -1 -1
1095 -1 -1
1096 -1 -1
1098 -1 -1
1099 -1 -1
1100 -1 -1
1102 -1 -1
1103 -1 -1
1104 -1 -1
1105 -1 -1
1106 -1 -1
1108 -1 -1
1109 -1 -1
1110 -1 -1
1111 -1 -1
1112 -1 -1
1114 -1 -1
1115 -1 -1
1116 -1 -1
1117 -1 -1
1118 -1 -1
1120 -1 -1
1121 -1 -1
1122 -1 -1
1123 -1 -1
1124 -1 -1
1126 -1 -1
1127 -1 -1
1128 -1 -1
1129 -1 -1
1130 -1 -1
1131 -1 -1
1132 -1 -1
1134 -1 -1
1135 -1 -1
1136 -1 -1
1138 -1 -1
1139 -1 -1
1140 -1 -1
1141 -1 -1
1142 -1 -1
1144 -1 -1
1145 -1 -1
1146 -1 -1
1147 -1 -1
1148 -1 -1
1149 -1 -1
1150 -1 -1
1152 -1 -1
1153 -1 -1
1154 -1 -1
1156 -1 -1
1157 -1 -1
1158 -1 -1
1159 -1 -1
1160 -1 -1
1162 -1 -1
1163 -1 -1
1164 -1 -1
1165 -1 -1
1166 -1 -1
1167 -1 -1
1168 -1 -1
1170 -1 -1
1171 -1 -1
1172 -1 -1
1174 -1 -1
1175 -1 -1
1176 -1 -1
1177 -1 -1
1178 -1 -1
1180 -1 -1
1181 -1 -1
1182 -1 -1
1183 -1 -1
1184 -1 -1
1186 -1 -1
1187 -1 -1
1188 -1 -1
1189 -1 -1
1190 -1 -1
1192 -1 -1
1193 -1 -1
1194 -1 -1
1195 -1 -1
1196 -1 -1
1198 -1 -1
1199 -1 -1
1200 -1 -1
1201 -1 -1
1202 -1 -1
1203 -1 -1
1204 -1 -1
1206 -1 -1
1207 -1 -1
1208 -1 -1
1210 -1 -1
1211 -1 -1
1212 -1 -1
1213 -1 -1
1214 -1 -1
1216 -1 -1
1217 -1 -1
1218 -1 -1
1219 -1 -1
1220 -1 -1
1221 -1 -1
1222 -1 -1
1224 -1 -1
1225 -1 -1
1226 -1 -1
1228 -1 -1
1229 -1 -1
1230 -1 -1
1231 -1 -1
1232 -1 -1
1234 -1 -1
1235 -1 -1
1236 -1 -1
1237 -1 -1
1238 -1 -1
1239 -1 -1
1240 -1 -1
1242 -1 -1
1243 -1 -1
1244 -1 -1
1246 -1 -1
1247 -1 -1
1248 -1 -1
1249 -1 -1
1250 -1 -1
1252 -1 -1
1253 -1 -1
1254 -1 -1
1255 -1 -1
1256 -1 -1
1258 -1 -1
1259 -1 -1
1260 -1 -1
1261 -1 -1
1262 -1 -1
1264 -1 -1
1265 -1 -1
1266 -1 -1
1267 -1 -1
1268 -1 -1
1270 -1 -1
1271 -1 -1
1272 -1 -1
1273 -1 -1
1274 -1 -1
1276 -1 -1
1277 -1 -1
1278 -1 -1
1279 -1 -1
1280 -1 -1
1282 -1 -1
1283 -1 -1
1284 -1 -1
1285 -1 -1
1286 -1 -1
1288 -1 -1
1289 -1 -1
1290 -1 -1
1291 -1 -1
1292 -1 -1
1293 -1 -1
1294 -1 -1
1296 -1 -1
1297 -1 -1
1298 -1 -1
1300 -1 -1
1301 -1 -1
1302 -1 -1
1303 -1 -1
1304 -1 -1
1306 -1 -1
1307 -1 -1
1308 -1 -1
1309 -1 -1
1310 -1 -1
1311 -1 -1
1312 -1 -1
1314 -1 -1
1315 -1 -1
1316 -1 -1
1318 -1 -1
1319 -1 -1
1320 -1 -1
1321 -1 -1
1322 -1 -1
1324 -1 -1
1325 -1 -1
1326 -1 -1
1327 -1 -1
1328 -1 -1
1330 -1 -1
1331 -1 -1
1332 -1 -1
1333 -1 -1
1334 -1 -1
1336 -1 -1
1337 -1 -1
1338 -1 -1
1339 -1 -1
1340 -1 -1
1342 -1 -1
1343 -1 -1
1344 -1 -1
